35311,215,600,
35222,209,600,
35488,217,600,
34822,219,600,
35177,214,600,
34733,209,600,
35444,209,600,
34733,205,600,
35488,206,600,
35222,209,600,
34733,202,600,
34866,200,600,
35200,210,600,
34977,213,600,
35088,213,600,
35133,209,700,
35088,301,700,
35155,320,700,
35200,327,700,
34777,313,700,
34577,321,700,
34688,308,700,
34666,326,700,
34755,326,700,
34911,313,700,
34222,312,700,
34422,324,700,
34800,320,700,
34644,310,700,
34755,316,700,
34644,314,700,
34777,309,700,
34955,314,700,
34177,312,700,
34600,313,700,
34466,323,700,
34777,329,700,
33511,309,700,
34244,292,700,
34911,311,700,
33355,367,800,
34600,426,800,
34466,433,800,
34711,448,800,
33977,455,800,
34066,438,800,
34044,441,800,
34555,446,800,
33955,439,800,
34511,429,800,
33888,434,800,
34022,435,800,
33400,441,800,
33866,433,800,
33777,425,800,
34200,436,800,
32977,444,800,
34444,429,800,
33355,426,800,
33177,423,800,
33488,428,800,
33355,437,800,
34422,438,800,
34466,430,800,
34488,425,800,
33200,471,900,
33222,562,900,
34088,549,900,
33244,552,900,
33444,565,900,
33888,560,900,
33311,570,900,
33266,573,900,
34022,556,900,
33577,567,900,
33200,547,900,
33711,541,900,
33800,552,900,
33422,562,900,
32755,557,900,
33444,557,900,
33622,539,900,
33266,541,900,
32533,531,900,
32622,562,900,
33155,544,900,
32444,559,900,
33466,560,900,
32844,539,900,
33800,549,900,
33266,571,1000,
32888,678,1000,
32555,686,1000,
32866,692,1000,
32288,692,1000,
33155,691,1000,
32000,683,1000,
32711,675,1000,
31755,679,1000,
32111,692,1000,
32111,671,1000,
32711,684,1000,
32866,668,1000,
32377,665,1000,
31155,696,1000,
32155,672,1000,
32644,675,1000,
31844,670,1000,
32022,682,1000,
32555,687,1000,
32333,659,1000,
32244,672,1000,
31777,650,1000,
32111,664,1000,
31266,671,1000,
31466,643,500,
34400,117,0,
34688,4,0,
34511,-7,0,
34488,-3,0,
34822,-13,0,
34711,4,0,
34533,3,0,
34644,6,0,
34688,7,0,
35044,0,0,
34911,2,0,
34355,0,0,
35044,0,0,
35133,0,0,
34555,0,0,
36000,0,0,
34911,0,0,
34955,-1,0,
35066,2,0,
34933,-5,0,
35022,-7,0,
